Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.6529958100902897, 0.49513155212200133, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.2020824990564484, -2.0925483067024393, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.6631851429033142, 0.49414606531656236, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20197308579026646, -2.093576175763075, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.6733744757163387, 0.4931605785111234, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20186367252408452, -2.0946040448237104, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.6835638085293632, 0.4921750917056844, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20175425925790258, -2.095631913884346, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.6937531413423876, 0.49118960490024544, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20164484599172064, -2.0966597829449816, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.7039424741554121, 0.49020411809480646, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.2015354327255387, -2.097687652005617, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.7141318069684366, 0.4892186312893675, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20142601945935676, -2.0987155210662527, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.7243211397814611, 0.4882331444839285, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20131660619317482, -2.0997433901268883, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.7345104725944855, 0.48724765767848954, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20120719292699288, -2.100771259187524, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.34234448679897245, 0.18545195387154217, 0.0, 0.0, 0.25), (-0.74469980540751, 0.48626217087305057, -0.10189332813024521, -0.009854868054389954, 0.25), (-0.20109777966081094, -2.1017991282481594, 0.001094132661819458, -0.010278690606355667, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3381675534805959, 0.19188494068979617, 0.0, 0.0, 0.25), (-0.683865997372852, 0.5233865494797274, 0.0, 0.0, 0.25), (-0.11483031579791492, -2.2520043492752952, 0.0, 0.0, 0.25)]
Future [(0.3350348534918135, 0.1967096810363173, 0.0, 0.0, 0.25), (-0.6941131049680573, 0.5453624262431904, 0.0, 0.0, 0.25), (-0.0493091202670235, -2.3723672792751236, 0.0, 0.0, 0.25)]
Future [(0.3350348534918135, 0.1967096810363173, 0.0, 0.0, 0.25), (-0.6941131049680573, 0.5453624262431904, 0.0, 0.0, 0.25), (-0.0493091202670235, -2.3723672792751236, 0.0, 0.0, 0.25)]
Future [(0.3350348534918135, 0.1967096810363173, 0.0, 0.0, 0.25), (-0.6941131049680573, 0.5453624262431904, 0.0, 0.0, 0.25), (-0.0493091202670235, -2.3723672792751236, 0.0, 0.0, 0.25)]
Future [(0.3350348534918135, 0.1967096810363173, 0.0, 0.0, 0.25), (-0.6941131049680573, 0.5453624262431904, 0.0, 0.0, 0.25), (-0.0493091202670235, -2.3723672792751236, 0.0, 0.0, 0.25)]
